anomaly,time_est,eevp,votes_total,share_biden,share_trump,share_other,total_biden,total_trump,total_other,batch_votes,batch_biden,batch_trump,batch_other,note
false,2020-11-03 20:09:14,1,36561,0.724,0.263,0.013,26470,9615,475,36561,26470,9615,475,
false,2020-11-03 20:13:29,1,38469,0.707,0.281,0.012,27197,10809,461,1908,727,1194,-13,
false,2020-11-03 20:13:52,1,54591,0.589,0.397,0.014,32154,21672,764,16122,4956,10862,302,
false,2020-11-03 20:20:24,1,65840,0.549,0.435,0.016,36146,28640,1053,11249,3992,6967,289,
false,2020-11-03 20:20:50,2,134852,0.431,0.552,0.016,58121,74438,2157,69012,21975,45797,1104,
false,2020-11-03 20:22:30,2,136064,0.429,0.554,0.016,58371,75379,2177,1212,250,941,19,
false,2020-11-03 20:25:54,3,189834,0.398,0.584,0.018,75553,110863,3417,53770,17182,35483,1239,
false,2020-11-03 20:26:24,3,198052,0.399,0.583,0.018,79022,115464,3564,8218,3468,4601,147,
false,2020-11-03 20:28:36,4,216387,0.413,0.568,0.019,89367,122907,4111,18335,10345,7443,546,
false,2020-11-03 20:28:51,4,232274,0.407,0.575,0.018,94535,133557,4180,15887,5167,10649,69,
false,2020-11-03 20:32:32,4,232460,0.406,0.575,0.019,94378,133664,4416,186,-156,106,235,
false,2020-11-03 20:32:51,4,254286,0.402,0.579,0.019,102222,147231,4831,21826,7844,13567,414,
false,2020-11-03 20:37:59,5,257353,0.401,0.58,0.019,103198,149264,4889,3067,975,2033,58,
false,2020-11-03 20:39:31,5,284659,0.406,0.576,0.018,115571,163963,5123,27306,12373,14698,234,
false,2020-11-03 20:39:54,5,285117,0.405,0.576,0.019,115472,164227,5417,458,-99,263,293,
false,2020-11-03 20:40:08,5,285164,0.405,0.576,0.019,115491,164254,5418,47,19,27,0,
false,2020-11-03 20:41:08,5,285529,0.405,0.576,0.019,115639,164464,5425,365,147,210,6,
false,2020-11-03 20:43:02,5,289631,0.404,0.577,0.019,117010,167117,5502,4102,1371,2652,77,
false,2020-11-03 20:43:16,7,392781,0.402,0.577,0.021,157897,226634,8248,103150,40887,59517,2745,
false,2020-11-03 20:43:27,7,404321,0.399,0.579,0.022,161324,234101,8895,11540,3426,7467,646,
false,2020-11-03 20:43:55,8,433755,0.4,0.579,0.021,173502,251144,9108,29434,12177,17042,213,
false,2020-11-03 20:46:03,8,435199,0.4,0.579,0.021,174079,251980,9139,1444,577,836,30,
false,2020-11-03 20:46:50,8,439375,0.4,0.579,0.021,175750,254398,9226,4176,1670,2417,87,
false,2020-11-03 20:48:02,8,477151,0.388,0.591,0.021,185134,281996,10020,37776,9384,27598,793,
false,2020-11-03 20:50:30,9,498880,0.382,0.597,0.021,190572,297831,10476,21729,5437,15835,456,
false,2020-11-03 20:51:17,10,550389,0.397,0.582,0.021,218504,320326,11558,51509,27932,22495,1081,
false,2020-11-03 20:51:26,10,573857,0.401,0.578,0.021,230116,331689,12050,23468,11612,11362,492,
true,2020-11-03 20:51:52,10,574417,0.406,0.568,0.026,233213,326268,14934,560,3096,-5420,2883,Trump -5420 votes
false,2020-11-03 20:53:23,11,641548,0.404,0.571,0.025,259185,366323,16038,67131,25972,40055,1103,
false,2020-11-03 20:55:13,12,663038,0.404,0.57,0.026,267867,377931,17238,21490,8681,11607,1200,
false,2020-11-03 20:56:48,12,663321,0.404,0.57,0.026,267981,378092,17246,283,114,161,7,
false,2020-11-03 20:57:38,12,671666,0.405,0.569,0.026,272024,382177,17463,8345,4043,4084,216,
false,2020-11-03 20:58:41,12,702274,0.404,0.57,0.026,283718,400296,18259,30608,11693,18118,795,
false,2020-11-03 20:59:28,12,702415,0.404,0.57,0.026,283775,400376,18262,141,56,80,3,
false,2020-11-03 21:01:11,15,876300,0.384,0.593,0.023,336499,519645,20154,173885,52723,119269,1892,
false,2020-11-03 21:02:49,16,888904,0.382,0.594,0.024,339561,528008,21333,12604,3062,8363,1178,
false,2020-11-03 21:04:55,16,901077,0.383,0.594,0.023,345112,535239,20724,12173,5551,7230,-608,
false,2020-11-03 21:05:31,16,906056,0.383,0.594,0.023,347019,538197,20839,4979,1906,2957,114,
false,2020-11-03 21:07:30,16,909244,0.383,0.594,0.023,348240,540090,20912,3188,1221,1893,73,
false,2020-11-03 21:07:41,16,909862,0.383,0.593,0.024,348477,539548,21836,618,236,-542,924,
false,2020-11-03 21:08:04,16,931766,0.384,0.593,0.023,357798,552537,21430,21904,9320,12989,-406,
false,2020-11-03 21:08:47,16,934486,0.384,0.593,0.023,358842,554150,21493,2720,1044,1612,62,
false,2020-11-03 21:10:05,17,936292,0.384,0.593,0.023,359536,555221,21534,1806,693,1070,41,
false,2020-11-03 21:10:51,17,954476,0.384,0.593,0.023,366518,566004,21952,18184,6982,10783,418,
false,2020-11-03 21:11:05,17,957726,0.384,0.593,0.023,367766,567931,22027,3250,1248,1927,74,
false,2020-11-03 21:11:23,17,958809,0.384,0.593,0.023,368182,568573,22052,1083,415,642,24,
false,2020-11-03 21:13:39,17,959682,0.383,0.593,0.024,367558,569091,23032,873,-624,517,979,
false,2020-11-03 21:14:19,17,959712,0.383,0.593,0.024,367569,569109,23033,30,11,17,0,
false,2020-11-03 21:15:54,17,968520,0.384,0.593,0.023,371911,574332,22275,8808,4341,5223,-757,
false,2020-11-03 21:16:23,17,970119,0.384,0.593,0.023,372525,575280,22312,1599,614,948,36,
false,2020-11-03 21:19:12,17,980979,0.383,0.594,0.023,375714,582701,22562,10860,3189,7420,249,
false,2020-11-03 21:20:21,17,985138,0.383,0.594,0.023,377307,585171,22658,4159,1592,2470,95,
false,2020-11-03 21:22:03,18,1002101,0.383,0.594,0.023,383804,595247,23048,16963,6496,10076,390,
false,2020-11-03 21:22:31,18,1002799,0.383,0.594,0.023,384072,595662,23064,698,267,414,16,
false,2020-11-03 21:23:05,18,1015997,0.387,0.59,0.023,393190,599438,23367,13198,9118,3775,303,
false,2020-11-03 21:24:22,18,1020643,0.386,0.591,0.023,393968,603200,23474,4646,777,3761,106,
false,2020-11-03 21:24:33,18,1023359,0.386,0.591,0.023,395016,604805,23537,2716,1048,1605,62,
false,2020-11-03 21:25:07,18,1032323,0.385,0.592,0.023,397444,611135,23743,8964,2427,6330,206,
false,2020-11-03 21:25:16,18,1033098,0.385,0.592,0.023,397742,611594,23761,775,298,458,17,
false,2020-11-03 21:25:49,18,1033099,0.385,0.592,0.023,397743,611594,23761,1,0,0,0,
false,2020-11-03 21:28:25,18,1033280,0.385,0.592,0.023,397812,611701,23765,181,69,107,4,
false,2020-11-03 21:29:23,18,1033523,0.385,0.592,0.023,397906,611845,23771,243,93,143,5,
false,2020-11-03 21:30:54,18,1046403,0.387,0.59,0.023,404957,617377,24067,12880,7051,5532,296,
false,2020-11-03 21:31:58,19,1058214,0.39,0.587,0.023,412703,621171,24338,11811,7745,3793,271,
false,2020-11-03 21:32:16,19,1060349,0.39,0.587,0.023,413536,622424,24388,2135,832,1253,49,
false,2020-11-03 21:34:27,19,1061077,0.39,0.587,0.023,413820,622852,24404,728,283,427,16,
false,2020-11-03 21:35:39,19,1095835,0.391,0.586,0.023,428471,642159,25204,34758,14651,19307,799,
false,2020-11-03 21:37:14,19,1098388,0.391,0.587,0.022,429469,644753,24164,2553,998,2594,-1039,
false,2020-11-03 21:37:34,19,1099049,0.391,0.587,0.022,429728,645141,24179,661,258,388,14,
false,2020-11-03 21:38:51,19,1100522,0.39,0.587,0.023,429203,646006,25312,1473,-524,864,1132,
false,2020-11-03 21:39:39,20,1109685,0.39,0.588,0.022,432777,652494,24413,9163,3573,6488,-898,
false,2020-11-03 21:39:43,20,1110223,0.39,0.588,0.022,432986,652811,24424,538,209,316,11,
false,2020-11-03 21:40:48,20,1110414,0.39,0.588,0.022,433061,652923,24429,191,74,112,4,
false,2020-11-03 21:42:29,20,1114156,0.39,0.587,0.023,434520,654009,25625,3742,1459,1086,1196,
false,2020-11-03 21:43:47,20,1118593,0.39,0.587,0.023,436251,656614,25727,4437,1730,2604,102,
false,2020-11-03 21:46:01,20,1119593,0.39,0.587,0.023,436641,657201,25750,1000,390,587,23,
false,2020-11-03 21:47:30,20,1123572,0.39,0.587,0.023,438193,659536,25842,3979,1551,2335,91,
false,2020-11-03 21:47:37,20,1126627,0.39,0.588,0.022,439384,662456,24785,3055,1191,2919,-1056,
false,2020-11-03 21:49:58,20,1127132,0.39,0.588,0.022,439581,662753,24796,505,196,296,11,
false,2020-11-03 21:50:24,20,1132011,0.389,0.588,0.023,440352,665622,26036,4879,770,2868,1239,
false,2020-11-03 21:51:39,20,1134704,0.389,0.588,0.023,441399,667205,26098,2693,1047,1583,61,
false,2020-11-03 21:51:51,20,1136926,0.389,0.588,0.023,442264,668512,26149,2222,864,1306,51,
true,2020-11-03 21:53:09,22,1255863,0.404,0.577,0.019,507368,724632,23861,118937,65104,56120,-2287,Other -2287 votes
false,2020-11-03 21:53:30,22,1262790,0.404,0.577,0.019,510167,728629,23993,6927,2798,3996,131,
false,2020-11-03 21:53:48,22,1270326,0.404,0.577,0.019,513211,732978,24136,7536,3044,4348,143,
false,2020-11-03 21:54:31,23,1281581,0.403,0.578,0.019,516477,740753,24350,11255,3265,7775,213,
false,2020-11-03 21:54:49,23,1283379,0.403,0.578,0.019,517201,741793,24384,1798,724,1039,34,
false,2020-11-03 21:55:48,23,1283875,0.403,0.578,0.019,517401,742079,24393,496,199,286,9,
false,2020-11-03 21:57:01,23,1288944,0.402,0.578,0.02,518155,745009,25778,5069,753,2929,1385,
false,2020-11-03 21:57:18,23,1293253,0.402,0.578,0.02,519887,747500,25865,4309,1732,2490,86,
false,2020-11-03 21:58:08,23,1295198,0.402,0.578,0.02,520669,748624,25903,1945,781,1124,38,
false,2020-11-03 22:00:24,23,1298117,0.402,0.578,0.02,521843,750311,25962,2919,1173,1687,58,
false,2020-11-03 22:01:32,23,1315455,0.401,0.58,0.019,527497,762963,24993,17338,5654,12652,-968,
false,2020-11-03 22:03:52,23,1328021,0.401,0.579,0.02,532536,768924,26560,12566,5038,5960,1566,
false,2020-11-03 22:04:06,28,1565405,0.426,0.555,0.018,666862,868799,28177,237384,134326,99875,1616,
false,2020-11-03 22:05:34,28,1571959,0.427,0.554,0.018,671226,870865,28295,6554,4363,2065,117,
false,2020-11-03 22:08:17,28,1572163,0.427,0.554,0.018,671313,870978,28298,204,87,113,3,
false,2020-11-03 22:09:26,28,1575867,0.426,0.555,0.018,671319,874606,28365,3704,5,3627,66,
false,2020-11-03 22:10:29,28,1577983,0.426,0.555,0.018,672220,875780,28403,2116,901,1174,38,
false,2020-11-03 22:11:08,28,1583336,0.426,0.555,0.018,674501,878751,28500,5353,2280,2970,96,
false,2020-11-03 22:11:37,28,1585415,0.426,0.555,0.018,675386,879905,28537,2079,885,1153,37,
false,2020-11-03 22:13:52,29,1618052,0.433,0.548,0.018,700616,886692,29124,32637,25229,6787,587,
false,2020-11-03 22:14:34,29,1627212,0.433,0.549,0.018,704582,893339,29289,9160,3966,6646,164,
false,2020-11-03 22:16:05,29,1627520,0.432,0.549,0.018,703088,893508,29295,308,-1494,169,5,
false,2020-11-03 22:16:42,30,1710559,0.433,0.548,0.018,740672,937386,30790,83039,37583,43877,1494,
false,2020-11-03 22:18:00,30,1711403,0.433,0.548,0.018,741037,937848,30805,844,365,462,15,
false,2020-11-03 22:18:31,30,1722798,0.433,0.549,0.018,745971,945816,31010,11395,4934,7967,205,
false,2020-11-03 22:20:47,30,1724175,0.432,0.549,0.018,744843,946572,31035,1377,-1127,755,24,
false,2020-11-03 22:21:01,31,1742721,0.432,0.549,0.018,752855,956753,31368,18546,8011,10181,333,
false,2020-11-03 22:21:31,31,1742749,0.432,0.549,0.018,752867,956769,31369,28,12,15,0,
false,2020-11-03 22:22:28,31,1783844,0.431,0.55,0.018,768836,981114,32109,41095,15969,24344,739,
false,2020-11-03 22:22:50,32,1794800,0.431,0.551,0.018,773558,988934,32306,10956,4722,7820,197,
false,2020-11-03 22:23:56,32,1805438,0.432,0.549,0.018,779949,991185,32497,10638,6390,2250,191,
false,2020-11-03 22:24:24,32,1806013,0.432,0.549,0.018,780197,991501,32508,575,248,315,10,
false,2020-11-03 22:25:14,33,1843163,0.434,0.547,0.018,799932,1008210,33176,37150,19735,16709,668,
false,2020-11-03 22:25:49,33,1846044,0.434,0.548,0.018,801183,1011632,33228,2881,1250,3421,51,
false,2020-11-03 22:26:28,33,1852925,0.434,0.547,0.018,804169,1013549,33352,6881,2986,1917,123,
false,2020-11-03 22:26:43,33,1855440,0.434,0.547,0.018,805260,1014925,33397,2515,1091,1375,45,
false,2020-11-03 22:28:00,33,1862030,0.434,0.548,0.018,808121,1020392,33516,6590,2860,5466,118,
false,2020-11-03 22:29:51,33,1876528,0.435,0.546,0.018,816289,1024584,33777,14498,8168,4191,260,
false,2020-11-03 22:30:46,33,1877030,0.435,0.546,0.018,816508,1024858,33786,502,218,274,9,
false,2020-11-03 22:31:40,33,1888003,0.434,0.547,0.018,819393,1032737,33984,10973,2885,7879,197,
false,2020-11-03 22:32:10,34,1945190,0.437,0.545,0.018,850048,1060128,35013,57187,30654,27390,1029,
false,2020-11-03 22:33:30,34,1950083,0.437,0.545,0.018,852186,1062795,35101,4893,2138,2666,88,
false,2020-11-03 22:35:53,35,1966128,0.436,0.546,0.018,857231,1073505,35390,16045,5045,10710,288,
false,2020-11-03 22:36:44,35,1968971,0.436,0.546,0.018,858471,1075058,35441,2843,1239,1552,51,
false,2020-11-03 22:36:58,36,2017782,0.433,0.549,0.018,873699,1107762,36320,48811,15228,32704,878,
false,2020-11-03 22:37:16,36,2018739,0.433,0.549,0.018,874113,1108287,36337,957,414,525,17,
false,2020-11-03 22:37:34,36,2023708,0.433,0.549,0.018,876265,1111015,36426,4969,2151,2727,89,
false,2020-11-03 22:38:30,37,2074784,0.435,0.547,0.018,902531,1134906,37346,51076,26265,23891,919,
false,2020-11-03 22:39:44,37,2075111,0.435,0.547,0.018,902673,1135085,37351,327,142,178,5,
false,2020-11-03 22:40:09,37,2075572,0.435,0.547,0.018,902873,1135337,37360,461,200,252,8,
false,2020-11-03 22:40:33,37,2080095,0.434,0.548,0.018,902761,1139892,37441,4523,-112,4554,81,
false,2020-11-03 22:41:53,37,2092325,0.434,0.548,0.018,908069,1146594,37661,12230,5307,6702,220,
false,2020-11-03 22:43:01,37,2093322,0.434,0.548,0.018,908501,1147140,37679,997,432,546,17,
false,2020-11-03 22:44:17,37,2095746,0.433,0.549,0.018,907458,1150564,37723,2424,-1043,3424,43,
false,2020-11-03 22:45:26,37,2116843,0.434,0.548,0.018,918709,1160029,38103,21097,11251,9465,379,
false,2020-11-03 22:45:58,38,2127584,0.435,0.547,0.018,925499,1163788,38296,10741,6789,3758,193,
false,2020-11-03 22:46:27,38,2130516,0.435,0.547,0.018,926774,1165392,38349,2932,1275,1603,52,
false,2020-11-03 22:47:01,38,2131214,0.435,0.547,0.018,927078,1165774,38361,698,303,381,12,
false,2020-11-03 22:47:55,38,2133558,0.435,0.547,0.018,928097,1167056,38404,2344,1019,1282,42,
false,2020-11-03 22:49:25,38,2134055,0.434,0.547,0.018,926179,1167328,38412,497,-1917,271,8,
false,2020-11-03 22:50:55,38,2139776,0.434,0.548,0.018,928662,1172597,38515,5721,2482,5269,102,
false,2020-11-03 22:51:08,38,2141938,0.434,0.548,0.018,929601,1173782,38554,2162,938,1184,38,
false,2020-11-03 22:51:48,38,2143706,0.434,0.548,0.018,930368,1174750,38586,1768,767,968,31,
false,2020-11-03 22:52:20,38,2151723,0.434,0.547,0.018,933847,1176992,38731,8017,3479,2241,144,
false,2020-11-03 22:52:46,38,2157040,0.434,0.548,0.018,936155,1182057,38826,5317,2307,5065,95,
false,2020-11-03 22:54:09,39,2193165,0.437,0.545,0.018,958413,1195274,39476,36125,22257,13217,650,
false,2020-11-03 22:54:55,39,2201439,0.437,0.545,0.018,962028,1199784,39625,8274,3615,4509,148,
false,2020-11-03 22:55:07,39,2202686,0.437,0.545,0.018,962573,1200463,39648,1247,544,679,22,
